product_name,category,gender,portfolio_cluster,sinal_priorizacao,priority_score,td_score,commercial_score,qt_pedidos,qt_skus,qt_items_vendidos,receita_liquida,qt_reversas,qt_items_returned,qt_trocas,qt_devolucoes,qt_reversas_fisico,qt_reversas_logistico,valor_troca,valor_devolucao,td_rate,td_rate_categoria,delta_vs_categoria,ratio_vs_categoria,share_receita_portfolio,share_unidades_portfolio,share_td_portfolio,top_1_problema,top_1_pct,top_2_problema,top_2_pct,top_3_problema,top_3_pct,pct_top_3_total,principal_cor_afetada,principal_cor_pct,principal_tamanho_afetado,principal_tamanho_pct,reversas_ultimos_3m,reversas_3m_anteriores,tendencia_reversas,comentarios_amostra,resumo_pre_llm,portfolio_cluster_payload
Regata Nadador IN-ACTION Seamless Feminino,T-shirt,female,Lancamento,Não priorizar agora,0.38121739130434784,0.591304347826087,0.06608695652173913,508,16,642,89490.87,74,75.0,35,38,71,0,11185.630000000001,21880.780000000002,0.11682242990654206,0.05496738950982482,0.061855040396717235,2.1253043113073673,0.000255132,0.00021481745201071812,0.0004381148211323224,tamanho_pequeno,0.16216216216216217,caimento_ruim,0.12162162162162163,conforto_negativo,0.12162162162162163,0.40540540540540543,Preto,0.4864864864864865,M,0.40540540540540543,74,0,Apareceu nos últimos 3 meses,"Tecido que aperta bastante.  || Achei a peça sem elasticidade, muito difícil de vestir. Uso todas as peças tamanho P e esta ficou inviável vestir. Notei esta mesma característica nas demais peças da linha esportiva. Todas as que comprei e que são de lycra precisei trocar. || Comprei esta regata como presente de aniversário para minha esposa, porém errei no tamanho. Eu e ela somos muito fãs da Insider! || A peça está com corte irregular na cava, sobrando tecido de um dos lados. Pelas costas dá para ver uma diferença de quase três centímetros.  || Suas tabelas nunca expressam a realidade nas suas roupas, normalmente ficam apertadas e as vezes grande. Essa regata é linda, mas tem muita pressão, fica desconfortável.  || Esperava que o tecido fosse mais maleável.  || Regata muito apertada. || Ficou apertada demais. || Muito linda mas ficou muito pequena , apertada e já está no maior tamanho.  || Sou pequena, mas ficou muito justa mesmo assim. Muita compreensão. ","Top problemas: tamanho_pequeno, caimento_ruim, conforto_negativo. Top 3 concentram 40.5% das reversas com tag. Tendência: Apareceu nos últimos 3 meses.","{""cluster"":""Lancamento"",""product_name"":""Regata Nadador IN-ACTION Seamless Feminino"",""first_sale_date"":""2026-03-16"",""skp_state"":""ativo_em_lancamento"",""num_colors"":4,""category_1"":""Woman"",""category_2"":""Woman Fitness/Sportswear"",""category_3"":""Woman Fitness/Sportswear Top"",""category_4"":""Woman Fitness/Sportswear Top Tank Top"",""revenue_after_discounts"":84716.82,""qt_sold"":629.999999999994,""mc3_ratio"":0.23649349098634498,""num_products_cat4"":3,""pctl_category_relevance_company"":32.692307692307693,""viabilidade_financeira_raw"":-0.08346695936800716,""pctl_revenue_company"":25,""pctl_revenue_cat4"":0,""pctl_volume_company"":23.52941176470588,""pctl_viabilidade_company"":33.82352941176471,""manual_classification"":null,""aging"":2.5,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Calça Flare InSkin Feminino,Calça Legging,female,Long tail,Não priorizar agora,0.38034782608695655,0.331304347826087,0.4539130434782609,4364,4,4485,1058829.86,306,306.0,154,145,268,1,48480.62999999999,64027.389999999985,0.06822742474916388,0.10406332453825858,-0.0358358997890947,0.6556337216007381,0.003018647,0.0015007107044674,0.0017875084702198751,tamanho_pequeno,0.13071895424836602,caimento_ruim,0.12745098039215685,modelagem_ruim,0.08496732026143791,0.3431372549019608,Preto,1.0,P,0.35294117647058826,6,152,Caiu nos últimos 3 meses,"Não vestiu bem || Ela ficou muito longa, e na panturrilha ficou muito justa, então se eu fizer a barra ela vai perder a modelo flare, gostaria de trocar pela wide leg mais vi que não tem a preta um bom tempo então prefiro o estorno e assim que normalizar a wide leg preta eu faço uma nova compra || Tinha que ser PP || Ficou muito justa. || gg que nao é gg || O tecido é ruim, fino e marca muito as imperfeições corporais. Além disso, na parte de trás veio com umas manchas brancas, que a um primeiro momento parece ser linha, mas que parece se tratar, na verdade, de uma cola. É superficial e aparenta ser de fácil remoção, mas desagradou.  || Comprarei novamente, mas um tamanho maior || Não vestiu bem em mim. O material é muito bom, mas não ficou legal no meu corpo  || Ficou apertando o joelho || Em pouco tempo, a peça está cheia de pilling, mesmo lavando de acordo com as recomendações. 
Já falei com a Karina Tridico, da qualidade e entreguei a peça para a Ju Fiedler, juntamente com a etiqueta, para identificar o fornecedor. ","Top problemas: tamanho_pequeno, caimento_ruim, modelagem_ruim. Top 3 concentram 34.3% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Caiu nos últimos 3 meses.","{""cluster"":""Long tail"",""product_name"":""Calça Flare InSkin Feminino"",""first_sale_date"":""2023-05-09"",""skp_state"":""ativo_perene"",""num_colors"":1,""category_1"":""Woman"",""category_2"":""Woman Fitness/Sportswear"",""category_3"":""Woman Fitness/Sportswear Bottoms"",""category_4"":""Woman Fitness/Sportswear Bottoms Leggings/Pants"",""revenue_after_discounts"":1001532.75,""qt_sold"":4524.9999999999718,""mc3_ratio"":0.2877374338255772,""num_products_cat4"":6,""pctl_category_relevance_company"":80.769230769230774,""viabilidade_financeira_raw"":0.015744600671411833,""pctl_revenue_company"":63.235294117647058,""pctl_revenue_cat4"":60,""pctl_volume_company"":53.431372549019606,""pctl_viabilidade_company"":52.941176470588239,""manual_classification"":null,""aging"":null,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Camiseta Polo Grafeno Edition Masculino,T-shirt,male,Breakthrough,Não priorizar agora,0.3673043478260869,0.528695652173913,0.12521739130434784,467,10,535,200603.54,52,53.0,37,15,51,0,17000.899999999998,10337.470000000001,0.09906542056074766,0.05496738950982482,0.04409803105092284,1.8022580559886476,0.000571906,0.0001790145433422651,0.0003096011402668411,caimento_ruim,0.09615384615384616,tamanho_grande,0.07692307692307693,cor_diferente_site,0.057692307692307696,0.23076923076923078,Preto,0.6730769230769231,G,0.3269230769230769,52,0,Apareceu nos últimos 3 meses,"Peça está cheio de mancha parecendo que raspei a camisa na parede, não tem uma peça da insider que não tenho problema ultimamente infelizmente a qualidade dessas peças novas estão deixando a desejar  || A peça apresenta um excesso de tecido mal distribuído na junção da manga (cava), criando um 'bico' ou caroço estrutural que deforma totalmente o caimento no corpo.  || Pessoal agora foi demais no pacote era 3 camisetas 2 Polo grafeno e 1 camiseta shirt a preta grafeno não veio como assim? || A peça é incrível. Mas preciso dela menor.  || Há tempos consumo os produtos da Insider e tenho me deparado com inconsistências relativas à tamanho x medidas do item x modelo. Inicialmente comprava a Camiseta Performance tamanho M. Logo depois tive que passar para o tamanho G. Com a descontinuidade da Performance comecei a adquirir a Performance 2 tamanho G. Logo depois tive que passar a comprar o tamanho GG. Isso tudo sem ter havido mudanças em meu peso corporal. O mesmo aconteceu com as cuecas. || Gostei da camisa, mas ficou grande em mim. || Nao gostei do tecido || Não gostou do produto || Ambas as camisas de grafeno vieram com problema na castura bem no meio! Parece que a parte de trás machou na frente!  || Nao","Top problemas: caimento_ruim, tamanho_grande, cor_diferente_site. Top 3 concentram 23.1% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Apareceu nos últimos 3 meses.","{""cluster"":""Breakthrough"",""product_name"":""Camiseta Polo Grafeno Edition Masculino"",""first_sale_date"":""2026-03-23"",""skp_state"":""ativo_em_lancamento"",""num_colors"":2,""category_1"":""Man"",""category_2"":""Man Casual"",""category_3"":""Man Casual Top"",""category_4"":""Man Casual Top Polo Shirt"",""revenue_after_discounts"":181269.98,""qt_sold"":533.999999999998,""mc3_ratio"":0.3347116034659306,""num_products_cat4"":4,""pctl_category_relevance_company"":76.923076923076934,""viabilidade_financeira_raw"":-0.4527723850465038,""pctl_revenue_company"":34.313725490196077,""pctl_revenue_cat4"":0,""pctl_volume_company"":21.568627450980394,""pctl_viabilidade_company"":3.4313725490196081,""manual_classification"":""Breakthrough"",""aging"":4,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Calcinha Minimal Feminino,Underwear,female,Long tail,Não priorizar agora,0.36139130434782607,0.2834782608695652,0.4782608695652174,7071,17,13478,631326.46,340,450.0,238,100,297,5,47963.48666666667,43132.51,0.03338774298857397,0.04652831994358677,-0.013140576955012799,0.7175789503909644,0.001799866,0.004509828065732802,0.0026286889267939343,modelagem_ruim,0.03529411764705882,tamanho_pequeno,0.03529411764705882,caimento_ruim,0.023529411764705882,0.09411764705882353,Preto,0.5647058823529412,P,0.3235294117647059,68,47,Aumentou nos últimos 3 meses,"Eu comprei para minha esposa e ela nao gosta de fio dental. Eu nao sabia que mininal significava fio dental. || quero mudar a cor || a modelagem do produto em mim não ficou muito legal :( || Ótimo tecido || As peças ficam pequenas, gostaria de trocar por um tamanho maior.  || Não gostei  || Apertada nas laterais || Está pequeno  || Estou muito satisfeito com a compra. O problema foi somente esse detalhezinho na costura de um dos itens. || Comprei o modelo errado ","Top problemas: modelagem_ruim, tamanho_pequeno, caimento_ruim. Top 3 concentram 9.4% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Aumentou nos últimos 3 meses.","{""cluster"":""Long tail"",""product_name"":""Calcinha Minimal Feminino"",""first_sale_date"":""2021-12-09"",""skp_state"":""ativo_perene"",""num_colors"":14,""category_1"":""Woman"",""category_2"":""Woman Underwear"",""category_3"":""Woman Underwear Bottoms"",""category_4"":""Woman Underwear Bottoms"",""revenue_after_discounts"":1071950.39,""qt_sold"":22245.999999999931,""mc3_ratio"":-0.11559724316635382,""num_products_cat4"":8,""pctl_category_relevance_company"":75,""viabilidade_financeira_raw"":0.15548855798079697,""pctl_revenue_company"":64.2156862745098,""pctl_revenue_cat4"":71.428571428571431,""pctl_volume_company"":79.411764705882348,""pctl_viabilidade_company"":70.588235294117652,""manual_classification"":null,""aging"":154.45569140512728,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Undershirt Anti Suor Gola V Masculino,Undershirt,male,Hero,Não priorizar agora,0.36139130434782607,0.2,0.6034782608695652,5880,15,12878,1678407.08,118,179.0,72,45,106,0,17670.015,20869.29,0.013899673862400994,0.01395460262322573,-5.492876082473577e-05,0.9960637531352334,0.004785017,0.004309064091891009,0.0010456340397691428,defeito_furo_rasgo,0.03389830508474576,conforto_negativo,0.025423728813559324,defeito_costura,0.025423728813559324,0.0847457627118644,Branco,0.4661016949152542,GG,0.2288135593220339,72,9,Aumentou nos últimos 3 meses,"Aguardo estorno. Obrigada  || Recebi o produto no dia 28/04/2026 e no mesmo dia já utilizei. Lavei ontem dia 29/04/2026 seguindo as orientações e dentro da bag, hoje 30/04/2026 ao dobrar a camisa para guardar percebi o defeito do rasgo abaixo do braço direito na parte de trás. Já é o terceiro produto que compro e vem com defeito em menos de 6 meses.

O único produto que não apresentou defeito foi o que recebi como cortesia depois de solicitar uma troca e ainda atrasarem meu pedido. Estou insatisfeito, pois o único produto que há no mercado que me ajuda a controlar suor são produtos da insider, mas péssima experiência tem me feito desistir de querer comprar novamente. || Furo || A peça é muito boa, mas ficou pequena. || A gola fica muito mais baixo do que aparece na foto || Quando a branca em gola v ch3har avisaem!!!! || Vou fazer uma nova compra de outra igual, mas de tamanho menor.  || O produto chegou atrasado, ia usar no domingo(17/08), alem de nao chegar no prazo, no outro dia falou que tentaram uma entrega e nao tinha ngm, que era mentira pois estava em casa e nenhum momento houve tentativa || Não tem produto disponível no tamanho desejado m. Und Irena pra são muito boas as camisas || Ficou grande. Vou trocar por um tamanho menor.","Top problemas: defeito_furo_rasgo, conforto_negativo, defeito_costura. Top 3 concentram 8.5% das reversas com tag. Tendência: Aumentou nos últimos 3 meses.","{""cluster"":""Hero"",""product_name"":""Undershirt Anti Suor Gola V Masculino"",""first_sale_date"":""2022-05-29"",""skp_state"":""ativo_perene"",""num_colors"":3,""category_1"":""Man"",""category_2"":""Man Underwear"",""category_3"":""Man Underwear Top"",""category_4"":""Man Underwear Top Undershirt"",""revenue_after_discounts"":1679117.14,""qt_sold"":13650.000000000389,""mc3_ratio"":0.25033040795746991,""num_products_cat4"":6,""pctl_category_relevance_company"":78.84615384615384,""viabilidade_financeira_raw"":-0.25208625533434248,""pctl_revenue_company"":69.6078431372549,""pctl_revenue_cat4"":100,""pctl_volume_company"":68.137254901960787,""pctl_viabilidade_company"":12.254901960784313,""manual_classification"":null,""aging"":26.533333333333335,""is_hero"":true,""is_core"":false,""processed_at"":""2026-06-12""}"
Camiseta Grafeno Edition Masculino,T-shirt,male,Lancamento,Não priorizar agora,0.36139130434782607,0.48869565217391303,0.17043478260869566,841,10,976,224923.74,82,88.0,45,33,67,0,13218.72,21269.296,0.09016393442622951,0.05496738950982482,0.03519654491640469,1.640316835677883,0.000641241,0.0003265760641159827,0.0005140547234619249,tecido_qualidade_ruim,0.07317073170731707,modelagem_ruim,0.04878048780487805,tamanho_grande,0.04878048780487805,0.17073170731707318,Preto,0.7560975609756098,G,0.3048780487804878,82,0,Apareceu nos últimos 3 meses,"achei que o material seria melhor || Comprei 2 . Uma para uso e outra para presente. Uma ficou grande e quero trocar por uma igual no tamanho GG  || Não gostei do tecido || Camiseta não teve caimento como as outras devido ao tecido e modelo. || Não caiu bem  || Demasiado brilhante e costuras expostas, não é o meu estilo || Nao gostei do material || O produto tem uma gola incômoda. || Comprei o produto para o meu filho, mas ele não gostou muito da cor. Achei melhor devolver. || Usei com base nas camisas que ja possuo ","Top problemas: tecido_qualidade_ruim, modelagem_ruim, tamanho_grande. Top 3 concentram 17.1% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Apareceu nos últimos 3 meses.","{""cluster"":""Lancamento"",""product_name"":""Camiseta Grafeno Edition Masculino"",""first_sale_date"":""2026-03-23"",""skp_state"":""ativo_em_lancamento"",""num_colors"":2,""category_1"":""Man"",""category_2"":""Man Casual"",""category_3"":""Man Casual Top"",""category_4"":""Man Casual Top T-Shirt"",""revenue_after_discounts"":217998.51,""qt_sold"":966.00000000000648,""mc3_ratio"":0.25134065776967873,""num_products_cat4"":48,""pctl_category_relevance_company"":100,""viabilidade_financeira_raw"":-0.55202752607512029,""pctl_revenue_company"":37.254901960784316,""pctl_revenue_cat4"":17.647058823529413,""pctl_volume_company"":26.96078431372549,""pctl_viabilidade_company"":2.4509803921568629,""manual_classification"":null,""aging"":3,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Casaco de Tricot Future Knit Masculino,Casaco,male,Lancamento,Não priorizar agora,0.3568695652173913,0.5391304347826087,0.08347826086956522,168,14,182,153086.87,19,19.0,15,4,18,0,14379.130000000001,3285.3500000000004,0.1043956043956044,0.05347464286433882,0.05092096153126558,1.9522450044303852,0.00043644,6.08984053986771e-05,0.00011098908802018834,,,,,,,,Preto,0.631578947368421,G,0.42105263157894735,19,0,Apareceu nos últimos 3 meses,"A experiência da compra em si foi excelente, como em vários outros produtos da Insider que tenho. Só esta blusa knit me pareceu de tamanho exagerado, é bem maior que o esperado para o tamanho indicado.  || Não vestiu bem, ficou meio largo nos ombros e o caimento não ficou bom || Estou decepcionado, o provador virtual errou feio pro suéter (embora tenha funcionado para as Tech t-shirts, vocês poderiam calibrar isso), que ficou enorme, e a meia de brinde veio no tamanho errado (o pedido diz 39-44 e mandaram 34-38).

Eu ficaria satisfeito com um suéter cor Taupe tamanho P (mesmo que tenha de esperar um pouco mais) e uma meia spectrum mid 2.0 do tamanho correto (39-44). Vou selecionar isso de trocar por um suéter preto tamanho P meio a contragosto, pois o sistema de medida é falho e o brinde foi mandado no tamanho errado, sem direito de troca. Mudou minha boa impressão das primeiras compras. || Não tinha tamanho P disponível e pedi M. A peça está com tamanho de G. Estou devolvendo porque não tem tamanho P disponível.  || Rápido e prático a compra  || Peça é maravilhosa só preciso do tamanho G  || Adorei o tecido - muita qualidade! || A experiência da compra em si foi excelente, como em vários outros produtos da Insider que tenho. Só esta blusa knit me pareceu de tamanho exagerado, é bem maior que o esperado para o tamanho indicado. || Vendo as medidas, com a peça em mãos, nem o tamanho PP ficará bom. Quero devolver.  || Gostei muito, porém o tamanho G, ficou grande, preciso trocar pelo mesmo produto no tamanho M",Top problemas: sem tag. Top 3 concentram 0% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Apareceu nos últimos 3 meses.,"{""cluster"":""Lancamento"",""product_name"":""Casaco de Tricot Future Knit Masculino"",""first_sale_date"":""2026-05-31"",""skp_state"":""ativo_em_lancamento"",""num_colors"":3,""category_1"":""Man"",""category_2"":""Man Casual"",""category_3"":""Man Casual Top"",""category_4"":""Man Casual Top Jackets/Hoodies"",""revenue_after_discounts"":134747.62,""qt_sold"":182.99999999999997,""mc3_ratio"":0.357139443935128,""num_products_cat4"":9,""pctl_category_relevance_company"":50,""viabilidade_financeira_raw"":-0.47504673709840745,""pctl_revenue_company"":29.901960784313726,""pctl_revenue_cat4"":33.333333333333329,""pctl_volume_company"":10.784313725490197,""pctl_viabilidade_company"":2.9411764705882351,""manual_classification"":null,""aging"":null,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Camisa Manga Curta FutureForm Feminino,Camisa Social,female,Lancamento,Não priorizar agora,0.3554782608695652,0.40695652173913044,0.2782608695652174,1818,12,2000,523379.79,207,207.0,129,75,181,0,49146.94,44775.82,0.1035,0.14211198915056203,-0.038611989150562034,0.7282988621765462,0.001492118,0.0006692132461393088,0.0012091969063252098,tamanho_grande,0.14492753623188406,caimento_ruim,0.10628019323671498,modelagem_ruim,0.06763285024154589,0.3188405797101449,New Khaki,0.38164251207729466,M,0.34782608695652173,124,83,Aumentou nos últimos 3 meses,"Poderia ser um pouco mais acinturada  || Caimento não ficou como esperado. Não tem peça PP. || não  || . || Não gostei do caimento da peça || Caimento não ficou bom em mim || Não gostei do modelo  || Achei que era uma malha de poliamida e na verdade é um tecido plano meio empapelado || Não gostei da cor. Ficou muito folgada. || cada peça tem uma medida completamente diferente, diferente do provador. Uso do P ao GG ai. primeira vez que preciso fazer troca de peça em compra online","Top problemas: tamanho_grande, caimento_ruim, modelagem_ruim. Top 3 concentram 31.9% das reversas com tag. Tendência: Aumentou nos últimos 3 meses.","{""cluster"":""Lancamento"",""product_name"":""Camisa Manga Curta FutureForm Feminino"",""first_sale_date"":""2025-12-05"",""skp_state"":""ativo_em_lancamento"",""num_colors"":4,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Top"",""category_4"":""Woman Casual Top Blouses"",""revenue_after_discounts"":642724.14,""qt_sold"":2598.9999999999727,""mc3_ratio"":0.32500784109252628,""num_products_cat4"":5,""pctl_category_relevance_company"":67.3076923076923,""viabilidade_financeira_raw"":0.07079159554920586,""pctl_revenue_company"":53.921568627450981,""pctl_revenue_cat4"":50,""pctl_volume_company"":44.117647058823529,""pctl_viabilidade_company"":61.764705882352942,""manual_classification"":null,""aging"":101.68068930562595,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
NoHo Socks,Meia,unisex,Long tail,Não priorizar agora,0.3361739130434783,0.22173913043478263,0.5078260869565218,10596,8,18314,614796.98,160,216.0,78,77,129,1,10783.300000000001,26250.44,0.01179425576062029,0.009548873789197302,0.0022453819714229883,1.2351462613280324,0.001752742,0.0061279856948976506,0.0012617706848610884,tecido_qualidade_ruim,0.0625,conforto_negativo,0.05,tamanho_pequeno,0.04375,0.15625,Black,0.325,39 a 43,0.675,31,40,Estável,"nenhum || Arrependimento  || Sem comentários  || Uma veio o tamanho certo, no caso a de cor vermelha, mas como não sei qual o código desta que está certa, estou enviando as duas para troca.  || Usei uma única vez, por pouco tempo, e ainda nem coloquei pra lavar e já está assim || Meu esposo achou parecido com meia social, e não meia para prática esporte. || Caso ReclameAqui - APROVADO || peça encolheu e ta cheia de bolinhas || Bom dia a todos. Eu adquiri as três meias do pedido do mesmo tamanho e alterando somente a cor, o que ocorreu é que tanto a meia 'storm' quanto a meia 'preta' vieram num tamanho bem menor que a 'Ferrari', que veio no tamanho esperado, como pode ser verificado pelas fotos. A diferença do cano delas chega a quatro dedos. É muita diferença. || Diferente do esperado ","Top problemas: tecido_qualidade_ruim, conforto_negativo, tamanho_pequeno. Top 3 concentram 15.6% das reversas com tag. Há concentração relevante no tamanho 39 a 43. Tendência: Estável.","{""cluster"":""Long tail"",""product_name"":""NoHo Socks"",""first_sale_date"":""2024-10-10"",""skp_state"":""ativo_perene"",""num_colors"":5,""category_1"":""Unissex"",""category_2"":""Unissex Accessory"",""category_3"":""Unissex Accessory Socks"",""category_4"":""Unissex Accessory Socks"",""revenue_after_discounts"":724771.19,""qt_sold"":19556.000000001273,""mc3_ratio"":-0.20362502837005225,""num_products_cat4"":9,""pctl_category_relevance_company"":86.538461538461547,""viabilidade_financeira_raw"":0.734686924465543,""pctl_revenue_company"":56.372549019607845,""pctl_revenue_cat4"":40,""pctl_volume_company"":76.470588235294116,""pctl_viabilidade_company"":94.6078431372549,""manual_classification"":null,""aging"":54.116101668240745,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Top Fitness IN-ACTION Seamless Feminino,Tops,female,Lancamento,Não priorizar agora,0.3346086956521739,0.5078260869565218,0.07478260869565218,746,12,850,92093.35,99,101.0,38,59,84,0,9338.09,27706.400000000005,0.1188235294117647,0.12217334259473643,-0.003349813182971728,0.972581472260414,0.000262551,0.00028441562960920624,0.0005899946257915275,tamanho_pequeno,0.16161616161616163,caimento_ruim,0.1111111111111111,modelagem_ruim,0.10101010101010101,0.37373737373737376,Preto,0.5252525252525253,G,0.3333333333333333,82,17,Aumentou nos últimos 3 meses,"A calça ficou muito transparente e marcando || O top ficou apertando demais mesmo pegando um tamanho maior.  || Achei bem grosso, e ficou bastante apertado. Além disso, achei as alças bem finas e pouco resistente, principalmente quando comparado com o material do top em si. || nao gostei || Não ficou bom modelo  || Desculpem,  mas eu cheguei a tirar a etiqueta ontem :( podem trocar o top  pelo g? Essa deve ser minha 11 compra || Comprei para fazer conjunto com a calca, que não deu certo. || Fica feia no meu corpo || Material muito grosso, desconfortável. || Ficou pequeno.","Top problemas: tamanho_pequeno, caimento_ruim, modelagem_ruim. Top 3 concentram 37.4% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Aumentou nos últimos 3 meses.","{""cluster"":""Lancamento"",""product_name"":""Top Fitness IN-ACTION Seamless Feminino"",""first_sale_date"":""2026-02-22"",""skp_state"":""ativo_em_lancamento"",""num_colors"":3,""category_1"":""Woman"",""category_2"":""Woman Fitness/Sportswear"",""category_3"":""Woman Fitness/Sportswear Top"",""category_4"":""Woman Fitness/Sportswear Top Tops"",""revenue_after_discounts"":89726.73,""qt_sold"":825.99999999999966,""mc3_ratio"":0.18491846152381158,""num_products_cat4"":6,""pctl_category_relevance_company"":57.692307692307686,""viabilidade_financeira_raw"":-0.1590530884311751,""pctl_revenue_company"":25.490196078431371,""pctl_revenue_cat4"":0,""pctl_volume_company"":24.509803921568626,""pctl_viabilidade_company"":23.03921568627451,""manual_classification"":null,""aging"":12.558807287646538,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
The Perfect Top Cropped Feminino,Cropped,female,Long tail,Não priorizar agora,0.3194782608695652,0.34347826086956523,0.2834782608695652,3120,12,4146,360421.26,292,297.0,172,114,249,0,36347.15000000001,47248.700000000004,0.07163531114327062,0.10426281509600759,-0.03262750395273696,0.6870648090338554,0.001027535,0.001387279059246787,0.0017349346916839966,caimento_ruim,0.08904109589041095,defeito_furo_rasgo,0.08561643835616438,tamanho_pequeno,0.06506849315068493,0.23972602739726026,Branco,0.476027397260274,M,0.4315068493150685,132,159,Estável,"Tamanho M ficou mais larguinho || Comprei dois tops do mesmo tamanho, o branco veio bem maior que o preto. || comprei tamanho G Mas veio GG
A etiqueta está com o tamanho G mas o produto GG  || O elástico apertou minha costela || ppp || O top é perfeito, aparentemente super confortável. Porém, comprei a cor errada .  || Achei muito curto, acho que não vou usar. Prefiro trocar por outro modelo que gostei mais.  || Solicitei tamanho GG e a consultora orientou que seria M, o M ficou muito apertado, tenho muita gordura na região abdominal, verifiquei que este cropped mmo no tamanho GG ficara muito apertado evidenciando,as imperfeições || Arrependimento. || Frustração em receber o produto no tamanho errado, falta de cuidado no envio correto.","Top problemas: caimento_ruim, defeito_furo_rasgo, tamanho_pequeno. Top 3 concentram 24% das reversas com tag. Tendência: Estável.","{""cluster"":""Long tail"",""product_name"":""The Perfect Top Cropped Feminino"",""first_sale_date"":""2025-12-02"",""skp_state"":""ativo_perene"",""num_colors"":3,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Top"",""category_4"":""Woman Casual Top Tank Top"",""revenue_after_discounts"":362159.94,""qt_sold"":4073.0000000000464,""mc3_ratio"":0.084139719303083144,""num_products_cat4"":16,""pctl_category_relevance_company"":94.230769230769226,""viabilidade_financeira_raw"":-0.14468526265071663,""pctl_revenue_company"":46.078431372549019,""pctl_revenue_cat4"":15.384615384615385,""pctl_volume_company"":50.490196078431367,""pctl_viabilidade_company"":25,""manual_classification"":null,""aging"":78.854565087452144,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Boné Sixx,Acessório,unisex,Core,Não priorizar agora,0.2954782608695652,0.22695652173913045,0.3982608695652174,14756,3,15048,337023.04,312,312.0,101,202,238,4,31113.02,101825.45000000003,0.02073365231259968,0.025620681675427286,-0.004887029362827606,0.8092545145855842,0.000960828,0.005035160463952159,0.001822557655910461,tamanho_pequeno,0.07371794871794872,modelagem_ruim,0.04807692307692308,caimento_ruim,0.041666666666666664,0.16346153846153846,Preto,0.6506410256410257,Único,1.0,61,77,Estável,"Corturas e acabamentos.

Gostaria de troca pelo mesmo produto na cor Urban Grey. || Não || O motivo nao foi esse, só estou devolvendo, porque foi brinde que recebi com a compra || O boné e excelente, mas a aba dele está machucando a minha testa. Talvez se ela fosse um pouco mais reta resolvesse. || Quero a daily || Inferior ao outro modelo || O boné é muito bonito, qualidade muito boa, porém não ficou legal pra minha cabeça  || O boné veio de brinde então acho certo devolver || Devolvendo brinde || Recebi recentemente um boné adquirido em sua loja, porém o produto não coube na minha cabeça por ser de tamanho único. Por esse motivo, gostaria de solicitar o reembolso integral do valor pago, conforme previsto na política de troca por arrependimento em até 7 dias úteis após o recebimento.

O produto encontra-se novo, sem marcas de uso e com a etiqueta da Insider, atendendo aos critérios estabelecidos. Estou à disposição para enviar as imagens necessárias para comprovação.

Peço, por gentileza, que me orientem sobre o procedimento para efetivar o reembolso.

Agradeço pela atenção e aguardo retorno.","Top problemas: tamanho_pequeno, modelagem_ruim, caimento_ruim. Top 3 concentram 16.3% das reversas com tag. Há concentração relevante na cor Preto. Há concentração relevante no tamanho Único. Tendência: Estável.","{""cluster"":""Core"",""product_name"":""Boné Sixx"",""first_sale_date"":""2024-04-26"",""skp_state"":""ativo_perene"",""num_colors"":4,""category_1"":""Unissex"",""category_2"":""Unissex Accessory"",""category_3"":""Unissex Accessory Headpiece"",""category_4"":""Unissex Accessory Headpiece Cap"",""revenue_after_discounts"":2479866.46,""qt_sold"":17275.000000003231,""mc3_ratio"":0.45439319559880781,""num_products_cat4"":6,""pctl_category_relevance_company"":53.846153846153847,""viabilidade_financeira_raw"":-0.052967129843848257,""pctl_revenue_company"":77.941176470588232,""pctl_revenue_cat4"":100,""pctl_volume_company"":74.509803921568633,""pctl_viabilidade_company"":40.196078431372548,""manual_classification"":null,""aging"":53.895707963782861,""is_hero"":false,""is_core"":true,""processed_at"":""2026-06-12""}"
