order_name,id_reversa,reverse_type,data_compra,data_entrega,data_reversa,dias_compra_ate_reversa,mes_compra,tipo,bucket
IN-4169406,0ca7f4c8-5624-4d6e-b7ce-84c59c66c3bf,Devolução,2026-07-20,2026-07-25,2026-07-27,7,2026-07,Devolução,0–7d
IN-2915507,c2108cb6-0baf-4d9d-b0e4-1b368164cbfd,Troca,2025-10-06,2025-10-09,2025-10-13,7,2025-10,Troca,0–7d
IN-3087005,f1ef4529-512e-43a2-a924-df7ba50868af,Troca,2025-11-07,2025-11-13,2025-11-14,7,2025-11,Troca,0–7d
IN-3139330,6b21bdf6-cf49-4202-9e95-c469f3a974b8,Troca,2025-11-14,2025-11-19,2025-11-21,7,2025-11,Troca,0–7d
IN-3438643,1d421554-554c-495e-a265-95747c1b17f4,Troca,2025-12-22,2026-01-02,2025-12-29,7,2025-12,Troca,0–7d
IN-3765981,38dd28db-7a2c-48b4-a46f-0136b1fcdf06,Troca,2026-03-15,2026-03-20,2026-03-22,7,2026-03,Troca,0–7d
IN-3852383,5ab27437-a079-40d0-a151-4be18d4dd034,Troca,2026-04-01,2026-04-08,2026-04-08,7,2026-04,Troca,0–7d
IN-3893352,1e4a8524-2389-4d14-a9d7-3859f3b59009,Devolução,2026-04-12,2026-04-17,2026-04-19,7,2026-04,Devolução,0–7d
IN-3150234,cd43ba1d-f555-4995-bab5-3cbd560b2199,Troca,2025-11-16,2025-11-21,2025-11-23,7,2025-11,Troca,0–7d
IN-3151973,ddb576db-7d5a-4858-866e-fe4458df44a3,Devolução,2025-11-16,2025-11-21,2025-11-23,7,2025-11,Devolução,0–7d
IN-3158564,b30365a4-3e0b-4936-ae65-45ed7872cf3b,Troca,2025-11-17,2025-11-21,2025-11-24,7,2025-11,Troca,0–7d
IN-3685140,86015e02-ed53-4fc7-a8fe-c9e071b2fc79,Troca,2026-02-26,2026-03-03,2026-03-05,7,2026-02,Troca,0–7d
IN-3987924,9924f0c2-3c82-4d54-8dec-09c400669959,Troca,2026-05-15,2026-05-20,2026-05-22,7,2026-05,Troca,0–7d
IN-2662541,45c918f2-368b-4e70-88aa-b8cafd245a8e,Troca,2025-08-04,2025-09-03,2025-08-11,7,2025-08,Troca,0–7d
IN-2759401,13d797ab-9aab-48ad-8558-720d8357d6b9,Troca,2025-08-27,2025-09-02,2025-09-03,7,2025-08,Troca,0–7d
IN-2895179,5709d98e-19b9-43d9-a1b3-95edebbb48a4,Troca,2025-09-30,2025-10-06,2025-10-07,7,2025-09,Troca,0–7d
IN-3399930,4bc8ff98-09e2-4f5c-9268-db6b16aa9b30,Troca,2025-12-15,2025-12-20,2025-12-22,7,2025-12,Troca,0–7d
IN-3606277,93844269-f471-4c1e-83b1-bd547253269f,Troca,2026-02-04,2026-02-09,2026-02-11,7,2026-02,Troca,0–7d
IN-3784544,2c8a0e08-8001-4307-93a1-715bd86510fd,Troca,2026-03-18,2026-03-24,2026-03-25,7,2026-03,Troca,0–7d
IN-4053822,ff9d6f34-e0f4-49c2-953b-e287e9eedcd1,Troca,2026-06-06,2026-06-11,2026-06-13,7,2026-06,Troca,0–7d
IN-3041459,8090d034-5360-4e1a-9c9f-bd42b1b7abb7,Troca,2025-10-30,2025-11-06,2025-11-06,7,2025-10,Troca,0–7d
IN-3157996,47bc0ec7-4379-430e-8c11-862cfc48ee64,Troca,2025-11-17,2025-11-24,2025-11-24,7,2025-11,Troca,0–7d
IN-3441274,2039564b-45b7-497e-8d7b-77a55d42a51b,Troca,2025-12-23,2025-12-29,2025-12-30,7,2025-12,Troca,0–7d
IN-3805543,6831c9cf-0020-4110-b4d6-51580080777f,Devolução,2026-03-22,2026-03-28,2026-03-29,7,2026-03,Devolução,0–7d
IN-4038277,b72e2469-90f8-4dcb-b38d-77ebb55e15d5,Troca,2026-06-02,2026-06-15,2026-06-09,7,2026-06,Troca,0–7d
IN-3015580,a339ec83-8c1d-4d58-8b57-b2e54299d13d,Troca,2025-10-24,2025-10-29,2025-10-31,7,2025-10,Troca,0–7d
IN-3341472,e4ce4690-d9fa-43c8-be87-ca10a5d37766,Troca,2025-12-06,2025-12-12,2025-12-13,7,2025-12,Troca,0–7d
IN-3706013,2166a683-dc35-4dbd-9123-380147e7c532,Troca,2026-03-03,2026-03-09,2026-03-10,7,2026-03,Troca,0–7d
IN-3708613,5b684328-7517-434f-851f-4997028be7ef,Troca,2026-03-04,2026-03-10,2026-03-11,7,2026-03,Troca,0–7d
IN-4176185,af67bce1-986a-43d4-be81-73109b088afd,Troca,2026-07-23,2026-07-29,2026-07-30,7,2026-07,Troca,0–7d
IN-3106696,01c49465-55d1-4725-ab16-25486bcd25d0,Troca,2025-11-10,2025-11-17,2025-11-17,7,2025-11,Troca,0–7d
IN-3873815,a506a30e-b69e-4aa8-9b3e-16acca139f16,Troca,2026-04-07,2026-04-09,2026-04-14,7,2026-04,Troca,0–7d
IN-3950361-SN,88f47a0a-4b07-4156-982b-12f4befbe15b,Troca,2026-05-01,2026-05-08,2026-05-08,7,2026-05,Troca,0–7d
IN-4022568,7d660715-ee18-47d7-bc37-19d59c07a9de,Troca,2026-05-27,2026-06-01,2026-06-03,7,2026-05,Troca,0–7d
IN-4146356,013d9435-a566-4ecd-819c-870f1b019d1a,Devolução,2026-07-11,2026-07-15,2026-07-18,7,2026-07,Devolução,0–7d
IN-2955131,602c7893-fd29-43ea-8483-a5625c765448,Troca,2025-10-08,2025-10-11,2025-10-15,7,2025-10,Troca,0–7d
IN-3161430,80558245-70fc-49e7-8ebd-400a9649b739,Troca,2025-11-18,2025-11-24,2025-11-25,7,2025-11,Troca,0–7d
IN-3611414,181326c1-41a8-447b-b3cf-e32fe3e7d5ea,Troca,2026-02-05,2026-02-11,2026-02-12,7,2026-02,Troca,0–7d
IN-3666669,3cd70de4-a2b9-477d-bcbb-fc36c88f7636,Troca,2026-02-21,2026-02-28,2026-02-28,7,2026-02,Troca,0–7d
IN-3671357-SN,f46958a3-ce2b-48ed-a842-20780b88f439,Troca,2026-02-23,2026-02-27,2026-03-02,7,2026-02,Troca,0–7d
IN-3813805,eaca25af-5c7d-4a23-a04e-e69b55ee6fd2,Troca,2026-03-24,2026-03-26,2026-03-31,7,2026-03,Troca,0–7d
IN-4039607,16fa1d73-b4be-4683-953c-fda3973a51d6,Troca,2026-06-02,2026-06-09,2026-06-09,7,2026-06,Troca,0–7d
IN-2881928,dbfa5edb-a423-4600-9575-13eee4294806,Devolução,2025-09-25,2025-10-01,2025-10-02,7,2025-09,Devolução,0–7d
IN-3045283,eeb17511-9dec-43be-b2e8-db7ee0b02ab4,Troca,2025-10-31,2025-11-06,2025-11-07,7,2025-10,Troca,0–7d
IN-3926365,c4edb488-544d-4c0e-8200-4716eed0d9e5,Troca,2026-04-23,2026-04-30,2026-04-30,7,2026-04,Troca,0–7d
IN-3000734,c56683f0-5a23-4f36-97d6-e130bc0b1882,Troca,2025-10-20,2025-10-23,2025-10-27,7,2025-10,Troca,0–7d
IN-3553223,3a8624a6-2d48-4376-a860-7d7932fbb009,Devolução,2026-01-19,2026-01-21,2026-01-26,7,2026-01,Devolução,0–7d
IN-3779531-ENTR-0326,a5e57e7a-6e50-4a0b-b5bf-add832cba541,Troca,2026-03-17,2026-03-23,2026-03-24,7,2026-03,Troca,0–7d
IN-3979124,97c31cca-c8bd-4d98-857c-6a981d900cf0,Troca,2026-05-12,2026-05-19,2026-05-19,7,2026-05,Troca,0–7d
IN-2782722,31d34763-31b7-4f1b-8f60-36db4706a2e0,Troca,2025-09-01,2025-09-05,2025-09-08,7,2025-09,Troca,0–7d
IN-2814167,ecdc83e0-bdbd-41e1-9d20-71eb37119463,Troca,2025-09-09,2025-09-15,2025-09-16,7,2025-09,Troca,0–7d
IN-3057108,83888fbd-eec0-49b4-a38c-5f29620e357e,Troca,2025-11-03,2025-11-06,2025-11-10,7,2025-11,Troca,0–7d
IN-3207113,16dab0f1-3e56-4f8f-a617-1310c4983d72,Troca,2025-11-25,2025-12-01,2025-12-02,7,2025-11,Troca,0–7d
IN-3387752,4a3c60ca-657a-48a1-b320-eb4f3c1014c9,Troca,2025-12-13,2025-12-20,2025-12-20,7,2025-12,Troca,0–7d
IN-3513095,c8eb8579-67bc-45fc-8e3f-0e821c72e98a,Troca,2026-01-08,2026-01-14,2026-01-15,7,2026-01,Troca,0–7d
IN-3714644,5f0d218b-fad4-4fd3-9f4c-5c4e47c26133,Troca,2026-03-05,2026-03-10,2026-03-12,7,2026-03,Troca,0–7d
IN-3764710,59656f31-4634-4765-acaf-341d8e600f0d,Devolução,2026-03-15,2026-03-17,2026-03-22,7,2026-03,Devolução,0–7d
IN-4160899,44283c2e-d626-4bac-83fd-3e2e4f981f2f,Troca,2026-07-17,2026-07-22,2026-07-24,7,2026-07,Troca,0–7d
IN-3003114,fdbe24bc-ae09-4c92-9bf5-7be6a8af17f8,Troca,2025-10-21,2025-10-27,2025-10-28,7,2025-10,Troca,0–7d
IN-3158371,f084c728-4e53-4815-983e-a95fc5896a0b,Troca,2025-11-17,2025-11-22,2025-11-24,7,2025-11,Troca,0–7d
IN-3776382-SN,c56f8e81-86ca-4a9f-922a-81c84705c58d,Troca,2026-03-16,2026-03-21,2026-03-23,7,2026-03,Troca,0–7d
IN-4021200,eb003a5c-0853-47af-ad81-c15402e786a0,Troca,2026-05-27,2026-06-02,2026-06-03,7,2026-05,Troca,0–7d
IN-2674636-SN,75d2f452-f7ac-4731-97b6-ca55b6d0a901,Troca,2025-08-07,2025-08-12,2025-08-14,7,2025-08,Troca,0–7d
IN-2844141,65e85484-699e-4f9e-a2f1-dcf6071d1ca0,Troca,2025-09-16,2025-09-21,2025-09-23,7,2025-09,Troca,0–7d
IN-3110081,691118f8-b75b-4c8a-986a-9db06ac966d7,Devolução,2025-11-11,2025-11-18,2025-11-18,7,2025-11,Devolução,0–7d
IN-3117238-SN,50dc834c-0384-46ac-a04b-c17836cdc6f6,Troca,2025-11-11,2025-11-18,2025-11-18,7,2025-11,Troca,0–7d
IN-3250151,1e165a79-58d6-4a02-bee9-981c48e1b809,Troca,2025-11-28,2025-12-04,2025-12-05,7,2025-11,Troca,0–7d
IN-3280795-SN,ee19bab9-f781-4ea1-a082-a7e285e74a73,Troca,2025-11-29,2025-12-06,2025-12-06,7,2025-11,Troca,0–7d
IN-3461914,cf7f246d-c397-41c2-af27-4d590ae32530,Troca,2025-12-29,2026-01-05,2026-01-05,7,2025-12,Troca,0–7d
IN-3640140,3e2e640f-202c-4302-9e6b-b28a66563134,Troca,2026-02-13,2026-02-19,2026-02-20,7,2026-02,Troca,0–7d
IN-3764413,4e50ee3c-75c5-410e-9f9d-9fe72dd6cdda,Troca,2026-03-15,2026-03-20,2026-03-22,7,2026-03,Troca,0–7d
IN-3918884,385426fe-f295-429d-80b1-fd2fb264f470,Troca,2026-04-20,2026-04-27,2026-04-27,7,2026-04,Troca,0–7d
IN-4083091,768a61fc-3675-4460-a0c2-6703631d7912,Troca,2026-06-16,2026-06-21,2026-06-23,7,2026-06,Troca,0–7d
IN-4149338,68417464-d8f8-45ed-8c5d-00f8185ffd52,Devolução,2026-07-12,2026-07-16,2026-07-19,7,2026-07,Devolução,0–7d
IN-2670993,0a76f152-60cf-40b4-9ae3-1dafab24708c,Troca,2025-08-06,2025-08-12,2025-08-13,7,2025-08,Troca,0–7d
IN-2791585,2d702b5e-c6c3-4fd8-b4c2-6d79b6c1462f,Troca,2025-09-03,2025-09-10,2025-09-10,7,2025-09,Troca,0–7d
IN-2805879,b6311987-c1a4-46d8-9745-e355b1747efc,Troca,2025-09-07,2025-09-11,2025-09-14,7,2025-09,Troca,0–7d
IN-3198684-SN,714335d2-5f8b-47d7-8a54-bb4013d32e5b,Devolução,2025-11-24,2025-11-27,2025-12-01,7,2025-11,Devolução,0–7d
IN-3685164,d99fe989-e64b-4a51-a406-b969a7329743,Troca,2026-02-26,2026-03-03,2026-03-05,7,2026-02,Troca,0–7d
IN-2889209,31228730-0a6e-46bc-b058-c647ba88fe89,Troca,2025-09-28,2025-10-03,2025-10-05,7,2025-09,Troca,0–7d
IN-3587168,96d97cf5-2625-4b8d-8162-ab12468dc85b,Troca,2026-01-29,2026-01-30,2026-02-05,7,2026-01,Troca,0–7d
IN-3700039,fceb385c-03fb-4ea7-a96c-20d729f485a9,Devolução,2026-03-02,2026-03-06,2026-03-09,7,2026-03,Devolução,0–7d
IN-3820559,f928fe47-14f3-45e3-8a2f-731a3b263945,Troca,2026-03-26,2026-04-02,2026-04-02,7,2026-03,Troca,0–7d
IN-3876391,5bdf69d9-114f-4639-8225-5270c57540bb,Troca,2026-04-08,2026-04-14,2026-04-15,7,2026-04,Troca,0–7d
IN-3895718,41a1bb2c-8c46-40c0-8239-3bf18339bf3a,Troca,2026-04-13,2026-04-15,2026-04-20,7,2026-04,Troca,0–7d
IN-4160357,ecb5680f-5e70-4b57-92e8-7435b065e423,Troca,2026-07-17,2026-07-22,2026-07-24,7,2026-07,Troca,0–7d
IN-3212782,03fd6ea5-85db-4f85-b005-74832df7194e,Troca,2025-11-25,2025-11-29,2025-12-02,7,2025-11,Troca,0–7d
IN-3610799,d54b8a0b-eef3-4170-9161-34f98102fcad,Devolução,2026-02-05,2026-02-11,2026-02-12,7,2026-02,Devolução,0–7d
IN-3781919,e2ae684c-8cb3-4ec7-9628-7dcdd66b954e,Troca,2026-03-17,2026-03-24,2026-03-24,7,2026-03,Troca,0–7d
IN-3955024,a33a7a87-40f9-4d82-9487-e52ffe2e0c3a,Troca,2026-05-03,2026-05-08,2026-05-10,7,2026-05,Troca,0–7d
IN-2952040,10c70803-dc99-4562-a366-2c5b74e7d631,Troca,2025-10-07,2025-10-14,2025-10-14,7,2025-10,Troca,0–7d
IN-3038481,a048cfe5-71f9-4c43-b83a-491e8b6ed6df,Troca,2025-10-29,2025-11-05,2025-11-05,7,2025-10,Troca,0–7d
IN-3290700,cc11943b-401c-486d-bb48-29e0ebfe3fcf,Troca,2025-11-30,2025-12-06,2025-12-07,7,2025-11,Troca,0–7d
IN-3704234,f38acefd-a6b8-4ccd-8966-4b5707c5c001,Troca,2026-03-03,2026-03-09,2026-03-10,7,2026-03,Troca,0–7d
IN-3874615-ENTR-0526,6eb1e14a-3497-4e22-82e7-0bc136493148,Troca,2026-04-07,2026-04-09,2026-04-14,7,2026-04,Troca,0–7d
IN-3946840,a5e1ce9d-0d5a-41ea-82e8-47f912542e76,Devolução,2026-04-30,2026-05-06,2026-05-07,7,2026-04,Devolução,0–7d
IN-3984452,a3c62bc0-6e82-4f88-8eb7-604caf2fca90,Devolução,2026-05-14,2026-05-19,2026-05-21,7,2026-05,Devolução,0–7d
IN-2746852,1b7ed4a7-9aec-4833-a388-ef0ac3494159,Troca,2025-08-24,2025-08-29,2025-08-31,7,2025-08,Troca,0–7d
IN-2839347,aed28e25-1899-47f2-9aa2-df16772f25d4,Devolução,2025-09-15,2025-09-19,2025-09-22,7,2025-09,Devolução,0–7d
IN-3712079,87b33dae-427c-47b9-a3bc-723b61a1f7f0,Troca,2026-03-04,2026-03-09,2026-03-11,7,2026-03,Troca,0–7d
IN-4115827,64ce8925-b697-4cef-9e9f-4914ac8e46b7,Troca,2026-07-01,2026-07-07,2026-07-08,7,2026-07,Troca,0–7d
IN-3411746,391f5732-089e-4280-b24d-6a6006bf55a8,Troca,2025-12-16,2025-12-23,2025-12-23,7,2025-12,Troca,0–7d
IN-3425781,9db82a1c-69ad-4c93-924c-36ec32850f56,Troca,2025-12-19,2025-12-23,2025-12-26,7,2025-12,Troca,0–7d
IN-3576313,0cfcf22a-daf3-44b5-9e1d-8534da3b6c2e,Troca,2026-01-26,2026-01-31,2026-02-02,7,2026-01,Troca,0–7d
IN-3950313,5e5e048e-a4e5-460f-a803-0d4deb3593d2,Troca,2026-05-01,2026-05-08,2026-05-08,7,2026-05,Troca,0–7d
IN-4164879,f610da18-9719-4458-9b8c-109615210b34,Devolução,2026-07-18,2026-07-22,2026-07-25,7,2026-07,Devolução,0–7d
IN-4178660,ca41c379-3466-4bc1-8aca-4a952c40bfaf,Devolução,2026-07-24,2026-07-29,2026-07-31,7,2026-07,Devolução,0–7d
IN-3067400,e4bf6e05-24cc-4fae-ace2-24a5f0908667,Troca,2025-11-04,2025-11-11,2025-11-11,7,2025-11,Troca,0–7d
IN-3379433,3c3311e9-094e-4f49-939c-373a6e1a91be,Troca,2025-12-12,2025-12-18,2025-12-19,7,2025-12,Troca,0–7d
IN-3574073,8b6105ec-ecc5-40e5-9106-2029b7440ad0,Troca,2026-01-26,2026-02-02,2026-02-02,7,2026-01,Troca,0–7d
IN-3892430,c780a3dd-2201-42b5-8ede-2e640098c687,Devolução,2026-04-12,2026-04-15,2026-04-19,7,2026-04,Devolução,0–7d
IN-4038369,22a40522-aac4-417e-a11d-21ade53086f0,Troca,2026-06-02,2026-06-08,2026-06-09,7,2026-06,Troca,0–7d
IN-2865482,ac77aafa-359d-4058-9d2a-9d416456bdf5,Troca,2025-09-20,2025-09-27,2025-09-27,7,2025-09,Troca,0–7d
IN-2965144,c6103f01-3544-4110-9e45-4a21576eed35,Troca,2025-10-10,2025-10-15,2025-10-17,7,2025-10,Troca,0–7d
IN-3108932,067eee11-8e1d-4078-88d4-52e91a074cb4,Troca,2025-11-11,2025-11-18,2025-11-18,7,2025-11,Troca,0–7d
IN-3401498,b5a19bb3-441a-44b4-a2a9-bc6677e02126,Troca,2025-12-15,2025-12-22,2025-12-22,7,2025-12,Troca,0–7d
IN-3808018,1ac490ed-e004-4cdc-9826-57be52e53a2d,Troca,2026-03-23,2026-03-25,2026-03-30,7,2026-03,Troca,0–7d
IN-3926566,c256f73d-48e0-4714-978d-90325c1c8772,Troca,2026-04-23,2026-04-29,2026-04-30,7,2026-04,Troca,0–7d
IN-4007040,171c510f-4cd6-4695-99d5-29dcd395bfcf,Troca,2026-05-22,2026-05-29,2026-05-29,7,2026-05,Troca,0–7d
IN-2678312,e106214e-e4f2-4d53-833e-ca8eb14f5088,Troca,2025-08-07,2025-08-12,2025-08-14,7,2025-08,Troca,0–7d
IN-2956985,ba24bec6-c523-45ad-b1b2-3cb75f0703c1,Troca,2025-10-08,2025-10-15,2025-10-15,7,2025-10,Troca,0–7d
IN-3495258-SN,94d8baa0-b1a9-4b1e-80a2-98020b53d2fe,Troca,2026-01-07,2026-01-12,2026-01-14,7,2026-01,Troca,0–7d
IN-3645987,ba0d01a6-695d-4634-8317-c4928018b273,Troca,2026-02-15,2026-02-20,2026-02-22,7,2026-02,Troca,0–7d
IN-3767205,7651e24c-8650-44ed-a665-06873eee0e0a,Troca,2026-03-15,2026-03-18,2026-03-22,7,2026-03,Troca,0–7d
IN-3778491,5c4febd2-6b22-41e4-9e46-b5c2c071e014,Troca,2026-03-17,2026-03-23,2026-03-24,7,2026-03,Troca,0–7d
IN-3871399,19a49d1a-3c69-4cfa-a23d-5c34d840ac1c,Troca,2026-04-07,2026-04-10,2026-04-14,7,2026-04,Troca,0–7d
IN-4095908,c73efdb1-c435-4f52-8e4a-6bd99ed38411,Troca,2026-06-22,2026-06-29,2026-06-29,7,2026-06,Troca,0–7d
IN-3013125,8562db01-99a1-4764-a969-f4df9ebacaff,Troca,2025-10-23,2025-10-29,2025-10-30,7,2025-10,Troca,0–7d
IN-3307247,ea2df39f-becc-486f-9835-789cbf9a78b9,Troca,2025-12-01,2025-12-07,2025-12-08,7,2025-12,Troca,0–7d
IN-3753848,a48dab4e-1ba3-4dba-b3dd-b63fdab27579,Devolução,2026-03-13,2026-03-19,2026-03-20,7,2026-03,Devolução,0–7d
IN-4095666,842230af-78c6-4d42-b268-37b71dd01fab,Devolução,2026-06-22,2026-06-25,2026-06-29,7,2026-06,Devolução,0–7d
IN-3241915-SN,ec2bcc84-4293-4ff0-9072-a505723bb114,Troca,2025-11-28,2025-12-03,2025-12-05,7,2025-11,Troca,0–7d
IN-3530208,d424d717-0825-4719-9aa1-a2d09ae6f1a8,Troca,2026-01-13,2026-01-15,2026-01-20,7,2026-01,Troca,0–7d
IN-3649581,de01ea93-0b6c-4180-ac51-8e7a6c97f55d,Troca,2026-02-16,2026-02-21,2026-02-23,7,2026-02,Troca,0–7d
IN-3827931,b166b099-d839-42c5-b491-e42fd2d0a966,Troca,2026-03-27,2026-04-01,2026-04-03,7,2026-03,Troca,0–7d
IN-3869599,f5d30559-b28f-47d2-9c8f-96b930c93f0c,Troca,2026-04-06,2026-04-13,2026-04-13,7,2026-04,Troca,0–7d
IN-3888406,030f8297-5af1-4054-9391-50c4c3b904d6,Troca,2026-04-11,2026-04-16,2026-04-18,7,2026-04,Troca,0–7d
IN-4019088-SN,71cf8eed-27a6-4be2-a525-4d0c6d401122,Devolução,2026-05-26,2026-05-29,2026-06-02,7,2026-05,Devolução,0–7d
IN-4040100,1bb34263-8a54-433c-a3c2-3f556c2b3bc3,Troca,2026-06-02,2026-06-09,2026-06-09,7,2026-06,Troca,0–7d
IN-2900629,bbca48e8-e269-4c32-8851-c819e2f7614c,Troca,2025-10-01,2025-10-07,2025-10-08,7,2025-10,Troca,0–7d
IN-3002417,01aabb85-398f-415a-9f6b-af4054db79e4,Devolução,2025-10-20,2025-10-24,2025-10-27,7,2025-10,Devolução,0–7d
IN-3013322,8e0b547f-7059-4822-8f64-3240fd7b0f45,Troca,2025-10-23,2025-10-29,2025-10-30,7,2025-10,Troca,0–7d
IN-3130199,13ba2504-cd95-495f-a032-425d149de296,Troca,2025-11-13,2025-11-19,2025-11-20,7,2025-11,Troca,0–7d
IN-3593197,e1c6f57d-2846-4ba6-b44d-55699f99913e,Troca,2026-01-31,2026-02-05,2026-02-07,7,2026-01,Troca,0–7d
IN-3670751,59b59967-beb1-4741-8c2e-523f11cdbc6c,Devolução,2026-02-22,2026-02-27,2026-03-01,7,2026-02,Devolução,0–7d
IN-2861183,53f8f796-789a-45fb-87d9-0ada7ca40bda,Troca,2025-09-19,2025-09-25,2025-09-26,7,2025-09,Troca,0–7d
IN-3718131-ENTR-0326,0b936193-a8b3-4209-a273-66c66a5d7051,Troca,2026-03-06,2026-03-13,2026-03-13,7,2026-03,Troca,0–7d
IN-3800752,4e9882d1-a921-4b1c-b0da-cd3e547d8219,Troca,2026-03-21,2026-03-25,2026-03-28,7,2026-03,Troca,0–7d
IN-3897316,be602cee-9760-44d1-8d33-3c375080841b,Troca,2026-04-13,,2026-04-20,7,2026-04,Troca,0–7d
IN-3938952,6616d02d-6fe8-485d-ba73-e6477b3f74af,Troca,2026-04-28,2026-05-05,2026-05-05,7,2026-04,Troca,0–7d
IN-3354850,ee6b3bae-3acc-4ae5-985b-52fd8df5fb83,Troca,2025-12-08,2025-12-15,2025-12-15,7,2025-12,Troca,0–7d
IN-3775187,67b466f4-c009-4348-8860-f1d524cd1425,Troca,2026-03-16,2026-03-21,2026-03-23,7,2026-03,Troca,0–7d
IN-3820599,15f99ae7-aa41-46a7-aa44-3b5332304c12,Troca,2026-03-26,2026-03-28,2026-04-02,7,2026-03,Troca,0–7d
IN-3934110,aef4faf9-1d96-4dd1-98f6-5a71a70df566,Devolução,2026-04-26,2026-05-01,2026-05-03,7,2026-04,Devolução,0–7d
IN-2654471,030bb3bd-d891-4f3c-a455-880faa896bad,Troca,2025-08-03,2025-08-08,2025-08-10,7,2025-08,Troca,0–7d
IN-3126068,e920d3ae-a581-40cb-9e1d-849d68a3f72a,Troca,2025-11-12,2025-11-18,2025-11-19,7,2025-11,Troca,0–7d
IN-3163378,b8bf4eec-5845-4478-a907-d70dcdebe64a,Troca,2025-11-18,2025-11-25,2025-11-25,7,2025-11,Troca,0–7d
IN-3466960,01412cb5-fcc6-4599-8e1d-4cda931e4688,Troca,2025-12-30,2026-01-06,2026-01-06,7,2025-12,Troca,0–7d
IN-3920992,d3de0172-47b8-49d7-a001-915b8b6014cb,Troca,2026-04-21,2026-04-27,2026-04-28,7,2026-04,Troca,0–7d
IN-3039172,a321e206-ac00-4d14-a9d5-236c4ad6aa31,Troca,2025-10-30,2025-11-05,2025-11-06,7,2025-10,Troca,0–7d
IN-3100158,485bfbf3-1667-4f0e-b895-1feb8acf0931,Troca,2025-11-09,2025-11-16,2025-11-16,7,2025-11,Troca,0–7d
IN-3111536,fa8f7bd7-0bbd-40bb-af47-6e2735219bd2,Troca,2025-11-11,2025-11-18,2025-11-18,7,2025-11,Troca,0–7d
IN-3745503,2eea7e95-2efb-41ae-8512-e194c7607dc2,Troca,2026-03-12,2026-03-21,2026-03-19,7,2026-03,Troca,0–7d
IN-4120654,06834080-0835-4cdd-8450-386ecc2e65c8,Troca,2026-07-02,2026-07-06,2026-07-09,7,2026-07,Troca,0–7d
IN-4158020,9a3ab5ad-8bcf-4331-a84c-0c30caae9393,Troca,2026-07-16,2026-07-23,2026-07-23,7,2026-07,Troca,0–7d
IN-2729398,097a4d2f-9dff-45f5-b2bf-964e94a418a0,Troca,2025-08-19,2025-08-25,2025-08-26,7,2025-08,Troca,0–7d
IN-2837862,54446d53-c7ff-474f-aa5a-8d3843cf3435,Troca,2025-09-15,2025-09-22,2025-09-22,7,2025-09,Troca,0–7d
IN-2839310-SN,1d73e513-4c3b-4e33-a71d-9dc14843a19c,Troca,2025-09-15,2025-09-19,2025-09-22,7,2025-09,Troca,0–7d
IN-3060001,7b7591bb-72a3-48e6-b6e2-64c0f7c5d237,Troca,2025-11-03,2025-11-10,2025-11-10,7,2025-11,Troca,0–7d
IN-3089507-SN,62edd79f-7bb0-4cc0-ab77-18954c368681,Troca,2025-11-08,2025-11-13,2025-11-15,7,2025-11,Troca,0–7d
IN-3513570,4c2ddcc2-a9ee-4861-90e6-0a9b0f337a61,Troca,2026-01-08,2026-01-14,2026-01-15,7,2026-01,Troca,0–7d
IN-3707407,1393981d-a142-497a-b894-ef1b0497b517,Troca,2026-03-03,2026-03-09,2026-03-10,7,2026-03,Troca,0–7d
IN-3814275,cdc5fc87-57e7-4c6d-84be-45d6e5cf78ad,Troca,2026-03-24,2026-03-26,2026-03-31,7,2026-03,Troca,0–7d
IN-3840655,d9556b4c-b1ce-4554-9270-5c8a53b5a787,Troca,2026-03-30,2026-04-06,2026-04-06,7,2026-03,Troca,0–7d
IN-3982182,aaa3d8ca-a165-4b62-8036-0289835fea9a,Troca,2026-05-13,2026-05-19,2026-05-20,7,2026-05,Troca,0–7d
IN-4114529,cd3a1e39-9852-4c45-bf20-babccc8891bd,Troca,2026-06-30,2026-07-07,2026-07-07,7,2026-06,Troca,0–7d
IN-2969787,696e2208-a657-4c04-bf37-f60d2b7157ca,Troca,2025-10-12,2025-10-18,2025-10-19,7,2025-10,Troca,0–7d
IN-3149590,71d376ca-6cb3-48b7-afb6-48117552828d,Troca,2025-11-16,2025-11-20,2025-11-23,7,2025-11,Troca,0–7d
IN-3611833,7f9c91c1-a4ab-45a7-8c29-fe07ff409ad5,Troca,2026-02-05,2026-02-11,2026-02-12,7,2026-02,Troca,0–7d
IN-3652966,feb3ff50-babc-4630-a44c-9a21f14d314d,Troca,2026-02-17,2026-02-23,2026-02-24,7,2026-02,Troca,0–7d
IN-3878396,58de3342-679a-4a9b-b61a-2e991710f7fa,Devolução,2026-04-08,2026-04-15,2026-04-15,7,2026-04,Devolução,0–7d
IN-3963120,96eecc54-3c7f-4e41-bdd7-e9bbafb87e6a,Devolução,2026-05-06,2026-05-12,2026-05-13,7,2026-05,Devolução,0–7d
IN-4045979,2f4a07d5-25dd-48d4-8b0a-1f43de2dc9d5,Troca,2026-06-04,2026-06-08,2026-06-11,7,2026-06,Troca,0–7d
IN-4184273,e1f88ac4-a1ef-4c53-86f6-d966c6d59d8d,Troca,2026-07-26,2026-07-29,2026-08-02,7,2026-07,Troca,0–7d
